FixStart	FixEnd	FixDur	XPos	YPos	FlankedByDataLoss	Fraction Interpolated	WeightCutoff	RMSxy	BCEA	FixRangeX	FixRangeY	Participant	Trial
81475.000	82241.000	774.000	304.500	139.500	0.000	0.108	1.544	0.272	0.438	2.692	2.567	Test IM2C	TL4002
82283.000	82474.000	200.000	481.500	408.000	1.000	0.000	1.544	0.120	0.063	0.583	0.513	Test IM2C	TL4002
82508.000	83107.000	608.000	492.000	472.500	0.000	0.000	1.544	0.147	0.079	0.638	0.472	Test IM2C	TL4002
83141.000	83465.000	333.000	504.000	283.000	0.000	0.000	1.544	0.145	0.059	0.458	0.472	Test IM2C	TL4002
83499.000	84065.000	574.000	565.500	319.000	0.000	0.000	1.544	0.122	0.062	0.444	0.486	Test IM2C	TL4002
84098.000	84523.000	433.000	620.500	340.250	0.000	0.000	1.544	0.106	0.045	0.430	0.250	Test IM2C	TL4002
55846.000	56237.000	399.000	406.500	285.750	0.000	0.000	1.408	0.184	0.118	0.722	0.541	Test IM2C	TL6001
56262.000	56620.000	366.000	320.000	170.500	0.000	0.068	1.408	0.270	0.361	0.833	1.554	Test IM2C	TL6001
56653.000	57120.000	475.000	305.000	141.500	0.000	0.000	1.408	0.127	0.075	0.347	0.930	Test IM2C	TL6001
57170.000	57461.000	299.000	201.500	323.500	1.000	0.083	1.408	0.206	0.270	0.680	0.944	Test IM2C	TL6001
57503.000	57644.000	150.000	342.000	458.000	1.000	0.000	1.408	0.483	0.451	1.027	1.013	Test IM2C	TL6001
58761.000	60001.000	1248.000	505.000	486.500	1.000	0.053	1.408	0.216	0.211	1.554	0.708	Test IM2C	TL6001
60034.000	60701.000	675.000	428.000	703.000	1.000	0.025	1.408	0.273	0.574	1.277	2.109	Test IM2C	TL6001
63415.000	63873.000	466.000	404.000	708.000	1.000	0.054	1.408	0.845	0.454	1.193	4.288	Test IM2C	TL6001
5721.000	6170.000	458.000	549.000	204.000	0.000	0.000	1.524	0.095	0.062	0.472	0.416	Test IM2C	TL6002
6204.000	6637.000	441.000	486.500	179.000	0.000	0.000	1.524	0.060	0.018	0.250	0.222	Test IM2C	TL6002
6670.000	7003.000	341.000	505.500	382.500	0.000	0.000	1.524	0.126	0.043	0.264	0.735	Test IM2C	TL6002
7036.000	8061.000	1033.000	492.250	476.750	0.000	0.032	1.524	0.065	0.066	0.486	0.416	Test IM2C	TL6002
8094.000	8452.000	366.000	528.000	346.000	0.000	0.159	1.524	0.205	0.232	0.708	1.693	Test IM2C	TL6002
8485.000	8927.000	450.000	489.500	207.000	0.000	0.000	1.524	0.100	0.043	0.264	0.611	Test IM2C	TL6002
8960.000	9210.000	258.000	489.500	155.000	0.000	0.000	1.524	0.064	0.015	0.139	0.278	Test IM2C	TL6002
9243.000	9476.000	241.000	506.500	413.500	0.000	0.138	1.524	0.275	0.107	0.153	1.943	Test IM2C	TL6002
9510.000	10193.000	691.000	502.500	489.500	0.000	0.000	1.524	0.089	0.033	0.222	0.513	Test IM2C	TL6002
10226.000	10434.000	216.000	349.750	288.000	0.000	0.000	1.524	0.217	0.169	0.958	1.180	Test IM2C	TL6002
10467.000	11158.000	700.000	301.750	164.500	0.000	0.000	1.524	0.077	0.043	0.458	0.513	Test IM2C	TL6002
11192.000	11583.000	399.000	467.250	130.000	0.000	0.000	1.524	0.092	0.046	0.735	0.278	Test IM2C	TL6002
11616.000	11999.000	392.000	490.000	184.000	0.000	0.000	1.524	0.087	0.019	0.180	0.250	Test IM2C	TL6002
12033.000	12299.000	274.000	514.500	197.500	0.000	0.000	1.524	0.092	0.013	0.153	0.250	Test IM2C	TL6002
12332.000	12657.000	333.000	534.750	193.500	0.000	0.000	1.524	0.100	0.025	0.236	0.389	Test IM2C	TL6002
12691.000	12990.000	308.000	571.500	455.000	0.000	0.027	1.524	0.231	0.222	1.263	1.721	Test IM2C	TL6002
13024.000	13790.000	774.000	492.000	487.000	0.000	0.000	1.524	0.089	0.044	0.472	0.264	Test IM2C	TL6002
14006.000	14364.000	367.000	585.250	391.000	1.000	0.000	1.524	0.155	0.065	0.569	0.389	Test IM2C	TL6002
14639.000	14756.000	125.000	735.000	254.000	1.000	0.667	1.524	0.126	0.025	0.111	0.167	Test IM2C	TL6002
14797.000	15339.000	550.000	815.500	190.000	1.000	0.045	1.524	0.153	0.091	1.152	0.874	Test IM2C	TL6002
15372.000	15647.000	283.000	764.250	67.250	0.000	0.000	1.524	0.076	0.042	0.333	0.278	Test IM2C	TL6002
15680.000	15913.000	242.000	792.000	-4.000	0.000	0.000	1.524	0.066	0.020	0.180	0.222	Test IM2C	TL6002
15938.000	17795.000	1865.000	789.000	-48.000	0.000	0.022	1.524	0.077	0.067	0.472	0.638	Test IM2C	TL6002
82026.000	82193.000	175.000	-128.500	736.000	0.000	0.000	2.817	1.479	3.062	3.802	1.235	Test IM2C	TL5006
180543.000	180843.000	308.000	401.000	312.500	0.000	0.000	1.599	0.167	0.067	0.416	0.513	Test IM2C	TL2004
180876.000	181184.000	317.000	574.000	327.250	0.000	0.000	1.599	0.198	0.194	0.847	0.944	Test IM2C	TL2004
181218.000	181776.000	566.000	479.250	497.500	0.000	0.000	1.599	0.216	0.300	1.374	1.318	Test IM2C	TL2004
181809.000	182483.000	683.000	296.500	415.000	0.000	0.000	1.599	0.273	0.496	1.762	1.485	Test IM2C	TL2004
182533.000	182567.000	42.000	-174.000	407.000	1.000	0.000	1.599	2.571	23.102	7.743	3.303	Test IM2C	TL2004
187947.000	188064.000	125.000	365.500	508.500	1.000	0.000	1.599	0.175	0.105	0.361	0.486	Test IM2C	TL2004
188089.000	188638.000	557.000	496.000	462.250	0.000	0.015	1.599	0.742	0.820	2.262	2.886	Test IM2C	TL2004
188671.000	189212.000	549.000	291.000	415.500	0.000	0.030	1.599	0.273	0.315	1.374	1.069	Test IM2C	TL2004
189254.000	189329.000	83.000	-490.750	400.500	1.000	0.000	1.599	2.705	20.178	23.272	2.456	Test IM2C	TL2004
192234.000	192559.000	333.000	386.000	326.250	1.000	0.000	1.599	0.191	0.167	1.069	1.193	Test IM2C	TL2004
5639.000	5697.000	67.000	385.250	274.000	0.000	0.000	1.509	0.092	0.027	0.208	0.167	Test IM2C	TL3034
5714.000	5955.000	250.000	360.000	149.250	0.000	0.000	1.509	0.141	0.062	0.444	0.805	Test IM2C	TL3034
5989.000	8620.000	2640.000	288.000	124.000	1.000	0.000	1.509	0.070	0.083	0.569	0.680	Test IM2C	TL3034
8787.000	8987.000	208.000	322.500	-24.000	1.000	0.000	1.509	0.097	0.037	0.180	0.486	Test IM2C	TL3034
9020.000	9203.000	192.000	335.000	74.500	0.000	0.000	1.509	0.168	0.062	0.278	0.694	Test IM2C	TL3034
9236.000	9595.000	367.000	322.000	133.000	0.000	0.000	1.509	0.098	0.025	0.180	0.444	Test IM2C	TL3034
9628.000	9986.000	366.000	494.500	111.250	0.000	0.000	1.509	0.102	0.054	0.638	0.361	Test IM2C	TL3034
10019.000	10336.000	325.000	498.000	141.500	0.000	0.000	1.509	0.088	0.025	0.167	0.319	Test IM2C	TL3034
10369.000	10586.000	225.000	548.000	247.500	0.000	0.000	1.509	0.158	0.044	0.278	0.500	Test IM2C	TL3034
10627.000	11043.000	425.000	512.500	415.000	0.000	0.000	1.509	0.171	0.069	0.402	1.180	Test IM2C	TL3034
11068.000	11252.000	192.000	512.500	446.000	0.000	0.000	1.509	0.227	0.087	0.291	0.597	Test IM2C	TL3034
11285.000	11593.000	316.000	510.750	236.750	0.000	0.000	1.509	0.121	0.130	0.555	0.763	Test IM2C	TL3034
11626.000	11885.000	267.000	548.000	257.750	0.000	0.000	1.509	0.113	0.035	0.194	0.416	Test IM2C	TL3034
11918.000	12176.000	266.000	522.500	386.750	0.000	0.000	1.509	0.152	0.040	0.264	0.389	Test IM2C	TL3034
12209.000	12534.000	333.000	497.500	451.250	0.000	0.000	1.509	0.259	0.203	0.597	1.374	Test IM2C	TL3034
12567.000	12825.000	267.000	308.250	50.750	0.000	0.000	1.509	0.446	0.494	2.637	2.845	Test IM2C	TL3034
12859.000	13783.000	933.000	274.750	139.500	0.000	0.000	1.509	0.085	0.034	0.305	0.444	Test IM2C	TL3034
13816.000	14083.000	275.000	496.000	146.500	0.000	0.000	1.509	0.220	0.103	1.429	0.236	Test IM2C	TL3034
14116.000	14349.000	242.000	545.500	232.000	0.000	0.000	1.509	0.169	0.061	0.278	0.555	Test IM2C	TL3034
14383.000	14882.000	508.000	508.500	393.000	0.000	0.000	1.509	0.243	0.198	1.041	1.180	Test IM2C	TL3034
14924.000	15182.000	266.000	223.000	45.250	0.000	0.000	1.509	0.369	0.244	2.428	1.887	Test IM2C	TL3034
15215.000	16365.000	1158.000	298.500	131.000	0.000	0.000	1.509	0.081	0.032	0.416	0.305	Test IM2C	TL3034
16406.000	16923.000	525.000	809.000	200.500	0.000	0.032	1.509	0.438	3.865	5.162	2.970	Test IM2C	TL3034
16964.000	17489.000	533.000	982.000	350.500	0.000	0.000	1.509	0.202	0.165	0.916	0.444	Test IM2C	TL3034
17522.000	17722.000	208.000	922.000	361.000	0.000	0.000	1.509	0.257	0.160	0.583	0.444	Test IM2C	TL3034
63305.000	63563.000	266.000	408.500	428.500	0.000	0.094	1.323	0.331	0.291	0.749	1.332	Test IM2C	TL6015
63596.000	64479.000	891.000	481.500	496.500	0.000	0.000	1.323	0.219	0.544	1.180	1.263	Test IM2C	TL6015
64512.000	64720.000	217.000	299.250	471.250	0.000	0.000	1.323	0.273	0.242	0.916	0.666	Test IM2C	TL6015
64754.000	65470.000	724.000	281.500	435.000	0.000	0.034	1.323	0.272	0.464	1.152	1.207	Test IM2C	TL6015
65503.000	67110.000	1616.000	148.500	342.000	0.000	0.000	1.323	0.175	0.251	0.874	1.138	Test IM2C	TL6015
67152.000	67335.000	191.000	280.500	243.500	0.000	0.000	1.323	0.268	0.281	0.847	1.152	Test IM2C	TL6015
67368.000	67535.000	175.000	277.000	201.500	0.000	0.000	1.323	0.148	0.065	0.444	0.291	Test IM2C	TL6015
67568.000	67935.000	375.000	271.000	171.500	0.000	0.000	1.323	0.161	0.129	0.416	0.708	Test IM2C	TL6015
67968.000	68259.000	300.000	305.000	161.750	0.000	0.000	1.323	0.454	0.343	1.957	3.178	Test IM2C	TL6015
68301.000	68501.000	208.000	484.500	553.500	0.000	0.000	1.323	0.301	0.229	1.221	0.541	Test IM2C	TL6015
68534.000	69434.000	908.000	489.000	494.000	0.000	0.000	1.323	0.207	0.255	0.971	0.944	Test IM2C	TL6015
71382.000	71474.000	100.000	424.750	475.500	1.000	0.000	1.323	0.294	0.272	1.277	1.429	Test IM2C	TL6015
71507.000	73472.000	1974.000	496.500	499.500	0.000	0.000	1.323	0.225	0.493	1.749	0.916	Test IM2C	TL6015
73506.000	75354.000	1856.000	491.500	483.500	0.000	0.000	1.323	0.200	0.321	1.249	0.985	Test IM2C	TL6015
72868.000	73218.000	358.000	407.500	333.000	0.000	0.000	1.506	0.165	0.093	0.278	0.735	Test IM2C	TL3035
73251.000	73484.000	242.000	462.500	178.000	1.000	0.069	1.506	0.294	0.408	0.860	1.499	Test IM2C	TL3035
73559.000	73942.000	392.000	523.500	185.500	1.000	0.043	1.506	0.254	0.196	0.583	0.902	Test IM2C	TL3035
73976.000	74209.000	241.000	647.000	329.500	0.000	0.000	1.506	0.309	0.292	0.749	0.805	Test IM2C	TL3035
74234.000	74600.000	375.000	588.500	346.000	0.000	0.000	1.506	0.244	0.194	0.791	0.749	Test IM2C	TL3035
74634.000	75350.000	724.000	524.000	474.500	0.000	0.000	1.506	0.398	0.500	1.346	1.776	Test IM2C	TL3035
75383.000	75683.000	308.000	594.500	318.000	0.000	0.000	1.506	0.218	0.139	0.638	0.555	Test IM2C	TL3035
75708.000	76449.000	750.000	587.250	351.500	0.000	0.000	1.506	0.296	0.224	0.958	1.096	Test IM2C	TL3035
76482.000	76990.000	517.000	526.000	495.250	0.000	0.000	1.506	0.375	0.393	1.610	1.193	Test IM2C	TL3035
82528.000	82578.000	58.000	500.000	371.000	0.000	0.000	1.506	0.505	0.261	0.250	1.277	Test IM2C	TL3035
82595.000	82861.000	274.000	550.000	467.500	0.000	0.000	1.506	0.311	0.368	0.985	1.235	Test IM2C	TL3035
82878.000	83286.000	416.000	520.500	489.500	0.000	0.000	1.506	0.324	0.295	0.902	1.013	Test IM2C	TL3035
83311.000	84152.000	849.000	592.250	346.500	0.000	0.000	1.506	0.250	0.385	1.429	1.235	Test IM2C	TL3035
84185.000	84851.000	674.000	508.500	496.000	0.000	0.000	1.506	0.405	0.711	1.277	2.248	Test IM2C	TL3035
84885.000	84926.000	49.000	584.250	340.500	0.000	0.000	1.506	0.318	0.228	0.902	0.513	Test IM2C	TL3035
108988.000	109421.000	442.000	422.500	516.500	0.000	0.132	1.592	0.506	1.832	1.610	4.413	Test IM2C	TL3036
109446.000	109896.000	458.000	504.000	438.000	0.000	0.000	1.592	0.219	0.289	1.166	2.734	Test IM2C	TL3036
109929.000	110329.000	408.000	483.500	122.000	0.000	0.000	1.592	0.297	0.215	0.375	2.678	Test IM2C	TL3036
110354.000	110579.000	233.000	571.000	353.500	0.000	0.000	1.592	0.552	0.605	0.833	1.721	Test IM2C	TL3036
110612.000	111145.000	542.000	495.000	456.000	0.000	0.000	1.592	0.367	0.178	1.138	0.833	Test IM2C	TL3036
111179.000	111495.000	324.000	338.000	648.500	1.000	0.077	1.592	0.404	0.504	1.166	0.971	Test IM2C	TL3036
111528.000	111795.000	275.000	456.000	731.000	1.000	0.152	1.592	0.235	0.187	1.277	0.389	Test IM2C	TL3036
111861.000	112211.000	358.000	594.000	655.000	1.000	0.000	1.592	0.464	0.375	2.082	0.805	Test IM2C	TL3036
112236.000	112478.000	250.000	636.000	648.000	1.000	0.133	1.592	0.402	0.718	1.346	1.332	Test IM2C	TL3036
112852.000	112927.000	84.000	496.000	697.500	1.000	0.000	1.592	0.421	0.202	1.318	0.347	Test IM2C	TL3036
112952.000	113269.000	325.000	320.500	675.000	0.000	0.000	1.592	0.221	0.150	1.471	0.624	Test IM2C	TL3036
113302.000	113793.000	500.000	283.000	674.500	0.000	0.000	1.592	0.314	0.254	0.805	0.749	Test IM2C	TL3036
113827.000	114193.000	374.000	310.000	676.000	0.000	0.000	1.592	0.283	0.120	0.777	0.389	Test IM2C	TL3036
